Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data;Analisado por
Adrianópolis       ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;407.681,8;19406.000430/2010-77;4100202;Deferido ;11/10/2010;STN
Afonso Cláudio     ;ES;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.250.000;17944.001172/2009-90;3200102;Deferido ;24/05/2012;STN
Afrânio            ;PE;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.000.000;17944.001006/2014-51;2600203;Arquivado;18/02/2015;STN
Afrânio            ;PE;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;520.000;17944.001105/2007-11;2600203;Arquivado;08/10/2007;STN
Agrestina          ;PE;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.476.100;17944.100019/2018-35;2600302;Em retifi;02/02/2018;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.000.000;17944.000371/2014-48;4200200;Deferido ;03/04/2014;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;300.000;17944.000691/2008-50;4200200;Deferido ;03/06/2008;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;259.250;17944.001765/2014-13;4200200;Deferido ;03/12/2014;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.900.000;17944.001861/2011-19;4200200;Deferido ;30/11/2011;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Regularização de Dívida - Outros              ;Outras                         ;Pessoa Jurídica                             ;Real;85.000;19406.000012/2007-84;4200200;Regulariz;05/07/2007;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;216.942;19406.000076/2005-13;4200200;Deferido ;21/12/2005;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Renegociação de dívidas                       ;Outras                         ;Pessoa Jurídica                             ;Real;86.703,4;19406.000088/2007-18;4200200;Deferido ;05/07/2007;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;200.000;19406.000162/2003-64;4200200;Deferido ;07/10/2003;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;450.000;19406.000352/2009-77;4200200;Deferido ;16/03/2010;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;300.000;19406.000503/2007-25;4200200;Deferido ;19/12/2007;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Multissetorial                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;200.000;19406.000769/2006-97;4200200;Deferido ;05/07/2007;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.000.000;17944.000591/2017-14;4200200;Deferido ;04/08/2017;STN
Agrolândia         ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.000.000;PVL02.001303/2018-67;4200200;Deferido ;03/07/2018;Ins
Agronômica         ;SC;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.000.000;17944.000041/2015-33;4200309;Deferido ;21/07/2015;STN
Agronômica         ;SC;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;321.000;17944.000199/2011-80;4200309;Deferido ;09/03/2011;STN
Agronômica         ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.000.000;17944.001477/2013-88;4200309;Deferido ;02/04/2014;STN
Agronômica         ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;90.000;19406.000125/2002-75;4200309;Deferido ;12/07/2002;STN
Água Azul do Norte ;PA;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;540.200;17944.000252/2008-47;1500347;Arquivado;16/04/2008;STN
Água Boa           ;MT;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;250.000;17944.000732/2004-84;5100201;Deferido ;30/06/2004;STN
Água Boa           ;MT;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;314.750;17944.000802/2008-28;5100201;Arquivado;13/03/2009;STN
Água Boa           ;MT;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.000.000;17944.000838/2009-92;5100201;Arquivado;21/01/2011;STN
Água Boa           ;MT;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Centrais Elétricas Matogrossenses S.A.      ;Real;572.476;17944.000846/2009-39;5100201;Regulariz;06/07/2010;STN
Água Boa           ;MT;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;336.150;17944.001051/2009-48;5100201;Arquivado;21/01/2011;STN
Água Branca        ;AL;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;787.000;17944.001125/2009-46;2700102;Arquivado;20/01/2011;STN
Água Branca        ;PI;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;335.000;17944.001823/2011-66;2200202;Arquivado;21/01/2013;STN
Água Branca        ;PI;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.200.000;17944.001828/2011-99;2200202;Arquivado;21/01/2013;STN
Água Comprida      ;MG;Município;Operação Contratual Interna;Caminho da Escola 5                           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;145.500;17944.000118/2009-27;3100708;Arquivado;13/03/2009;STN
Água Comprida      ;MG;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;126.750;17944.001152/2008-38;3100708;Arquivado;23/05/2008;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;550.000;00000.000000/0065-67;4200408;Devolvido;22/02/2011;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;450.000;00000.000000/0065-68;4200408;Devolvido;22/02/2011;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;550.000;17944.000277/2011-46;4200408;Deferido ;21/06/2011;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;450.000;17944.000278/2011-91;4200408;Deferido ;21/06/2011;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.200.000;17944.001314/2013-03;4200408;Deferido ;19/12/2013;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;19406.000005/2005-11;4200408;Deferido ;13/04/2005;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;90.000;19406.000016/2002-58;4200408;Deferido ;08/05/2002;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;800.000;19406.000171/2009-41;4200408;Arquivado;03/11/2009;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;19406.000315/2004-54;4200408;Arquivado;16/07/2004;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;600.000;19406.000358/2006-00;4200408;Deferido ;30/06/2006;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.000.000;17944.000978/2015-17;4200408;Deferido ;15/01/2016;STN
Água Doce          ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;3.500.000;PVL02.001281/2018-35;4200408;Deferido ;04/07/2018;Ins
Água Santa         ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;350.000;17944.000036/2012-88;4300059;Deferido ;13/03/2012;STN
Água Santa         ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;700.000;17944.001891/2014-78;4300059;Deferido ;06/01/2015;STN
Água Santa         ;RS;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;172.700;19406.000387/2008-25;4300059;Deferido ;20/05/2008;STN
